CodigoDANEEntidad,NombreEntidad,Año,Población,pop_input
05000,Antioquia,2002,5447841.0,5447841.0
05000,Antioquia,2003,5526457.0,5526457.0
05000,Antioquia,2004,5685198.0,5685198.0
05000,Antioquia,2005,5761175.0,5761175.0
05000,Antioquia,2006,5836429.0,5836429.0
05000,Antioquia,2007,5831851.0,5831851.0
05000,Antioquia,2008,5911851.0,5911851.0
05000,Antioquia,2009,5988984.0,5988984.0
05000,Antioquia,2010,6065846.0,6065846.0
05000,Antioquia,2011,6143709.0,6143709.0
05000,Antioquia,2012,6221817.0,6221817.0
05000,Antioquia,2013,6299990.0,6299990.0
05000,Antioquia,2014,6378132.0,6378132.0
05000,Antioquia,2015,6456299.0,6456299.0
05000,Antioquia,2016,6534857.0,6534857.0
05000,Antioquia,2017,6613118.0,6613118.0
05000,Antioquia,2018,6691030.0,6691030.0
05000,Antioquia,2019,6768388.0,6768388.0
05000,Antioquia,2020,6677930.0,6677930.0
05000,Antioquia,2021,6782584.0,6782584.0
05000,Antioquia,2022,6887306.0,6887306.0
05000,Antioquia,2023,6994792.0,6994792.0
05000,Antioquia,2024,6903721.0,6903721.0
05001,Medellín,2002,2129874.0,2129874.0
05001,Medellín,2003,2159609.0,2159609.0
05001,Medellín,2004,2071391.0,2071391.0
05001,Medellín,2005,2093624.0,2093624.0
05001,Medellín,2006,2114549.0,2114549.0
05001,Medellín,2007,2281300.0,2281300.0
05001,Medellín,2008,2290831.0,2290831.0
05001,Medellín,2009,2316853.0,2316853.0
05001,Medellín,2010,2343049.0,2343049.0
05001,Medellín,2011,2368282.0,2368282.0
05001,Medellín,2012,2393011.0,2393011.0
05001,Medellín,2013,2417325.0,2417325.0
05001,Medellín,2014,2441123.0,2441123.0
05001,Medellín,2015,2464322.0,2464322.0
05001,Medellín,2016,2486723.0,2486723.0
05001,Medellín,2017,2508452.0,2508452.0
05001,Medellín,2018,2529403.0,2529403.0
05001,Medellín,2019,2549537.0,2549537.0
05001,Medellín,2020,2533424.0,2533424.0
05001,Medellín,2021,2573220.0,2573220.0
05001,Medellín,2022,2612958.0,2612958.0
05001,Medellín,2023,2653729.0,2653729.0
05001,Medellín,2024,2616335.0,2616335.0
05002,Abejorral,2002,20759.0,20759.0
05002,Abejorral,2003,20570.0,20570.0
05002,Abejorral,2004,24912.0,24912.0
05002,Abejorral,2005,24651.0,24651.0
05002,Abejorral,2006,24517.0,24517.0
05002,Abejorral,2007,19354.0,19354.0
05002,Abejorral,2008,19930.0,19930.0
05002,Abejorral,2009,19853.0,19853.0
05002,Abejorral,2010,19750.0,19750.0
05002,Abejorral,2011,19672.0,19672.0
05002,Abejorral,2012,19570.0,19570.0
05002,Abejorral,2013,19478.0,19478.0
05002,Abejorral,2014,19382.0,19382.0
05002,Abejorral,2015,19290.0,19290.0
05002,Abejorral,2016,19195.0,19195.0
05002,Abejorral,2017,19096.0,19096.0
05002,Abejorral,2018,18991.0,18991.0
05002,Abejorral,2019,18882.0,18882.0
05002,Abejorral,2020,20287.0,20287.0
05002,Abejorral,2021,20602.0,20602.0
05002,Abejorral,2022,20920.0,20920.0
05002,Abejorral,2023,21246.0,21246.0
05002,Abejorral,2024,21468.0,21468.0
05004,Abriaquí,2002,2856.0,2856.0
05004,Abriaquí,2003,2799.0,2799.0
05004,Abriaquí,2004,4330.0,4330.0
05004,Abriaquí,2005,4394.0,4394.0
05004,Abriaquí,2006,4456.0,4456.0
05004,Abriaquí,2007,2639.0,2639.0
05004,Abriaquí,2008,2504.0,2504.0
05004,Abriaquí,2009,2458.0,2458.0
05004,Abriaquí,2010,2397.0,2397.0
05004,Abriaquí,2011,2336.0,2336.0
05004,Abriaquí,2012,2290.0,2290.0
05004,Abriaquí,2013,2231.0,2231.0
05004,Abriaquí,2014,2175.0,2175.0
05004,Abriaquí,2015,2128.0,2128.0
05004,Abriaquí,2016,2075.0,2075.0
05004,Abriaquí,2017,2019.0,2019.0
05004,Abriaquí,2018,1971.0,1971.0
05004,Abriaquí,2019,1918.0,1918.0
05004,Abriaquí,2020,2735.0,2735.0
05004,Abriaquí,2021,2777.0,2777.0
05004,Abriaquí,2022,2820.0,2820.0
05004,Abriaquí,2023,2864.0,2864.0
05004,Abriaquí,2024,2855.0,2855.0
05021,Alejandría,2002,3978.0,3978.0
05021,Alejandría,2003,3912.0,3912.0
05021,Alejandría,2004,6044.0,6044.0
05021,Alejandría,2005,6093.0,6093.0
05021,Alejandría,2006,6143.0,6143.0
05021,Alejandría,2007,3624.0,3624.0
05021,Alejandría,2008,3724.0,3724.0
05021,Alejandría,2009,3688.0,3688.0
05021,Alejandría,2010,3652.0,3652.0
05021,Alejandría,2011,3618.0,3618.0
05021,Alejandría,2012,3575.0,3575.0
05021,Alejandría,2013,3550.0,3550.0
05021,Alejandría,2014,3502.0,3502.0
05021,Alejandría,2015,3466.0,3466.0
05021,Alejandría,2016,3435.0,3435.0
05021,Alejandría,2017,3393.0,3393.0
05021,Alejandría,2018,3361.0,3361.0
05021,Alejandría,2019,3307.0,3307.0
05021,Alejandría,2020,4698.0,4698.0
05021,Alejandría,2021,4771.0,4771.0
05021,Alejandría,2022,4845.0,4845.0
05021,Alejandría,2023,4920.0,4920.0
05021,Alejandría,2024,4955.0,4955.0
05030,Amagá,2002,26294.0,26294.0
05030,Amagá,2003,26571.0,26571.0
05030,Amagá,2004,27347.0,27347.0
05030,Amagá,2005,27524.0,27524.0
05030,Amagá,2006,27726.0,27726.0
05030,Amagá,2007,27450.0,27450.0
05030,Amagá,2008,27950.0,27950.0
05030,Amagá,2009,28192.0,28192.0
05030,Amagá,2010,28433.0,28433.0
05030,Amagá,2011,28664.0,28664.0
05030,Amagá,2012,28897.0,28897.0
05030,Amagá,2013,29117.0,29117.0
05030,Amagá,2014,29339.0,29339.0
05030,Amagá,2015,29555.0,29555.0
05030,Amagá,2016,29770.0,29770.0
05030,Amagá,2017,29980.0,29980.0
05030,Amagá,2018,30181.0,30181.0
05030,Amagá,2019,30376.0,30376.0
05030,Amagá,2020,31283.0,31283.0
05030,Amagá,2021,31768.0,31768.0
05030,Amagá,2022,32259.0,32259.0
05030,Amagá,2023,32762.0,32762.0
05030,Amagá,2024,32412.0,32412.0
05031,Amalfi,2002,20139.0,20139.0
05031,Amalfi,2003,20262.0,20262.0
05031,Amalfi,2004,18969.0,18969.0
05031,Amalfi,2005,18819.0,18819.0
05031,Amalfi,2006,18743.0,18743.0
05031,Amalfi,2007,20607.0,20607.0
05031,Amalfi,2008,20985.0,20985.0
05031,Amalfi,2009,21138.0,21138.0
05031,Amalfi,2010,21295.0,21295.0
05031,Amalfi,2011,21449.0,21449.0
05031,Amalfi,2012,21615.0,21615.0
05031,Amalfi,2013,21768.0,21768.0
05031,Amalfi,2014,21932.0,21932.0
05031,Amalfi,2015,22088.0,22088.0
05031,Amalfi,2016,22253.0,22253.0
05031,Amalfi,2017,22414.0,22414.0
05031,Amalfi,2018,22567.0,22567.0
05031,Amalfi,2019,22714.0,22714.0
05031,Amalfi,2020,27071.0,27071.0
05031,Amalfi,2021,27496.0,27496.0
05031,Amalfi,2022,27921.0,27921.0
05031,Amalfi,2023,28357.0,28357.0
05031,Amalfi,2024,27846.0,27846.0
05034,Andes,2002,40526.0,40526.0
05034,Andes,2003,40858.0,40858.0
05034,Andes,2004,38112.0,38112.0
05034,Andes,2005,37656.0,37656.0
05034,Andes,2006,37438.0,37438.0
05034,Andes,2007,41673.0,41673.0
05034,Andes,2008,42852.0,42852.0
05034,Andes,2009,43290.0,43290.0
05034,Andes,2010,43715.0,43715.0
05034,Andes,2011,44149.0,44149.0
05034,Andes,2012,44573.0,44573.0
05034,Andes,2013,44994.0,44994.0
05034,Andes,2014,45417.0,45417.0
05034,Andes,2015,45814.0,45814.0
05034,Andes,2016,46221.0,46221.0
05034,Andes,2017,46621.0,46621.0
05034,Andes,2018,47003.0,47003.0
05034,Andes,2019,47384.0,47384.0
05034,Andes,2020,44199.0,44199.0
05034,Andes,2021,44885.0,44885.0
05034,Andes,2022,45577.0,45577.0
05034,Andes,2023,46289.0,46289.0
05034,Andes,2024,46183.0,46183.0
05036,Angelópolis,2002,7259.0,7259.0
05036,Angelópolis,2003,7388.0,7388.0
05036,Angelópolis,2004,6612.0,6612.0
05036,Angelópolis,2005,6620.0,6620.0
05036,Angelópolis,2006,6637.0,6637.0
05036,Angelópolis,2007,7754.0,7754.0
05036,Angelópolis,2008,8034.0,8034.0
05036,Angelópolis,2009,8151.0,8151.0
05036,Angelópolis,2010,8287.0,8287.0
05036,Angelópolis,2011,8415.0,8415.0
05036,Angelópolis,2012,8551.0,8551.0
05036,Angelópolis,2013,8680.0,8680.0
05036,Angelópolis,2014,8806.0,8806.0
05036,Angelópolis,2015,8946.0,8946.0
05036,Angelópolis,2016,9082.0,9082.0
05036,Angelópolis,2017,9216.0,9216.0
05036,Angelópolis,2018,9353.0,9353.0
05036,Angelópolis,2019,9492.0,9492.0
05036,Angelópolis,2020,5841.0,5841.0
05036,Angelópolis,2021,5932.0,5932.0
05036,Angelópolis,2022,6023.0,6023.0
05036,Angelópolis,2023,6117.0,6117.0
05036,Angelópolis,2024,6109.0,6109.0
05038,Angostura,2002,12768.0,12768.0
05038,Angostura,2003,12691.0,12691.0
05038,Angostura,2004,15756.0,15756.0
05038,Angostura,2005,15851.0,15851.0
05038,Angostura,2006,15956.0,15956.0
05038,Angostura,2007,12205.0,12205.0
05038,Angostura,2008,12175.0,12175.0
05038,Angostura,2009,12046.0,12046.0
05038,Angostura,2010,11930.0,11930.0
05038,Angostura,2011,11811.0,11811.0
05038,Angostura,2012,11695.0,11695.0
05038,Angostura,2013,11579.0,11579.0
05038,Angostura,2014,11464.0,11464.0
05038,Angostura,2015,11354.0,11354.0
05038,Angostura,2016,11240.0,11240.0
05038,Angostura,2017,11139.0,11139.0
05038,Angostura,2018,11040.0,11040.0
05038,Angostura,2019,10932.0,10932.0
05038,Angostura,2020,11536.0,11536.0
05038,Angostura,2021,11715.0,11715.0
05038,Angostura,2022,11896.0,11896.0
05038,Angostura,2023,12081.0,12081.0
05038,Angostura,2024,12121.0,12121.0
05040,Anorí,2002,14442.0,14442.0
05040,Anorí,2003,14640.0,14640.0
05040,Anorí,2004,15621.0,15621.0
05040,Anorí,2005,15751.0,15751.0
05040,Anorí,2006,15886.0,15886.0
05040,Anorí,2007,15155.0,15155.0
05040,Anorí,2008,15605.0,15605.0
05040,Anorí,2009,15812.0,15812.0
05040,Anorí,2010,16025.0,16025.0
05040,Anorí,2011,16237.0,16237.0
05040,Anorí,2012,16447.0,16447.0
05040,Anorí,2013,16658.0,16658.0
05040,Anorí,2014,16870.0,16870.0
05040,Anorí,2015,17086.0,17086.0
05040,Anorí,2016,17304.0,17304.0
05040,Anorí,2017,17521.0,17521.0
05040,Anorí,2018,17737.0,17737.0
05040,Anorí,2019,17962.0,17962.0
05040,Anorí,2020,19104.0,19104.0
05040,Anorí,2021,19404.0,19404.0
05040,Anorí,2022,19704.0,19704.0
05040,Anorí,2023,20011.0,20011.0
05040,Anorí,2024,19675.0,19675.0
05042,Santafé de Antioquia,2002,22489.0,22489.0
05042,Santafé de Antioquia,2003,22629.0,22629.0
05042,Santafé de Antioquia,2004,22852.0,22852.0
05042,Santafé de Antioquia,2005,22874.0,22874.0
05042,Santafé de Antioquia,2006,22938.0,22938.0
05042,Santafé de Antioquia,2007,23003.0,23003.0
05042,Santafé de Antioquia,2008,23354.0,23354.0
05042,Santafé de Antioquia,2009,23522.0,23522.0
05042,Santafé de Antioquia,2010,23688.0,23688.0
05042,Santafé de Antioquia,2011,23858.0,23858.0
05042,Santafé de Antioquia,2012,24025.0,24025.0
05042,Santafé de Antioquia,2013,24202.0,24202.0
05042,Santafé de Antioquia,2014,24369.0,24369.0
05042,Santafé de Antioquia,2015,24549.0,24549.0
05042,Santafé de Antioquia,2016,24724.0,24724.0
05042,Santafé de Antioquia,2017,24905.0,24905.0
05042,Santafé de Antioquia,2018,25067.0,25067.0
05042,Santafé de Antioquia,2019,25239.0,25239.0
05042,Santafé de Antioquia,2020,27002.0,27002.0
05042,Santafé de Antioquia,2021,27421.0,27421.0
05042,Santafé de Antioquia,2022,27844.0,27844.0
05042,Santafé de Antioquia,2023,28279.0,28279.0
05042,Santafé de Antioquia,2024,28049.0,28049.0
05044,Anza,2002,7329.0,7329.0
05044,Anza,2003,7362.0,7362.0
05044,Anza,2004,9189.0,9189.0
05044,Anza,2005,9332.0,9332.0
05044,Anza,2006,9470.0,9470.0
05044,Anza,2007,7370.0,7370.0
05044,Anza,2008,7482.0,7482.0
05044,Anza,2009,7493.0,7493.0
05044,Anza,2010,7500.0,7500.0
05044,Anza,2011,7515.0,7515.0
05044,Anza,2012,7529.0,7529.0
05044,Anza,2013,7543.0,7543.0
05044,Anza,2014,7556.0,7556.0
05044,Anza,2015,7568.0,7568.0
05044,Anza,2016,7580.0,7580.0
05044,Anza,2017,7591.0,7591.0
05044,Anza,2018,7601.0,7601.0
05044,Anza,2019,7610.0,7610.0
05044,Anza,2020,7169.0,7169.0
05044,Anza,2021,7280.0,7280.0
05044,Anza,2022,7393.0,7393.0
05044,Anza,2023,7508.0,7508.0
05044,Anza,2024,7483.0,7483.0
05045,Apartadó,2002,118124.0,118124.0
05045,Apartadó,2003,122640.0,122640.0
05045,Apartadó,2004,100773.0,100773.0
05045,Apartadó,2005,103170.0,103170.0
05045,Apartadó,2006,105459.0,105459.0
05045,Apartadó,2007,142959.0,142959.0
05045,Apartadó,2008,144283.0,144283.0
05045,Apartadó,2009,148745.0,148745.0
05045,Apartadó,2010,153319.0,153319.0
05045,Apartadó,2011,158059.0,158059.0
05045,Apartadó,2012,162914.0,162914.0
05045,Apartadó,2013,167895.0,167895.0
05045,Apartadó,2014,173008.0,173008.0
05045,Apartadó,2015,178257.0,178257.0
05045,Apartadó,2016,183716.0,183716.0
05045,Apartadó,2017,189325.0,189325.0
05045,Apartadó,2018,195068.0,195068.0
05045,Apartadó,2019,200931.0,200931.0
05045,Apartadó,2020,127744.0,127744.0
05045,Apartadó,2021,129751.0,129751.0
05045,Apartadó,2022,131754.0,131754.0
05045,Apartadó,2023,133811.0,133811.0
05045,Apartadó,2024,131422.0,131422.0
05051,Arboletes,2002,28361.0,28361.0
05051,Arboletes,2003,29098.0,29098.0
05051,Arboletes,2004,22039.0,22039.0
05051,Arboletes,2005,21779.0,21779.0
05051,Arboletes,2006,21635.0,21635.0
05051,Arboletes,2007,30966.0,30966.0
05051,Arboletes,2008,33385.0,33385.0
05051,Arboletes,2009,34293.0,34293.0
05051,Arboletes,2010,35212.0,35212.0
05051,Arboletes,2011,36149.0,36149.0
05051,Arboletes,2012,37124.0,37124.0
05051,Arboletes,2013,38100.0,38100.0
05051,Arboletes,2014,39113.0,39113.0
05051,Arboletes,2015,40147.0,40147.0
05051,Arboletes,2016,41209.0,41209.0
05051,Arboletes,2017,42301.0,42301.0
05051,Arboletes,2018,43416.0,43416.0
05051,Arboletes,2019,44560.0,44560.0
05051,Arboletes,2020,30510.0,30510.0
05051,Arboletes,2021,30984.0,30984.0
05051,Arboletes,2022,31462.0,31462.0
05051,Arboletes,2023,31953.0,31953.0
05051,Arboletes,2024,32192.0,32192.0
05055,Argelia,2002,10531.0,10531.0
05055,Argelia,2003,10390.0,10390.0
05055,Argelia,2004,11910.0,11910.0
05055,Argelia,2005,11798.0,11798.0
05055,Argelia,2006,11733.0,11733.0
05055,Argelia,2007,9724.0,9724.0
05055,Argelia,2008,9645.0,9645.0
05055,Argelia,2009,9513.0,9513.0
05055,Argelia,2010,9382.0,9382.0
05055,Argelia,2011,9240.0,9240.0
05055,Argelia,2012,9108.0,9108.0
05055,Argelia,2013,8968.0,8968.0
05055,Argelia,2014,8837.0,8837.0
05055,Argelia,2015,8699.0,8699.0
05055,Argelia,2016,8578.0,8578.0
05055,Argelia,2017,8426.0,8426.0
05055,Argelia,2018,8306.0,8306.0
05055,Argelia,2019,8165.0,8165.0
05055,Argelia,2020,7545.0,7545.0
05055,Argelia,2021,7662.0,7662.0
05055,Argelia,2022,7780.0,7780.0
05055,Argelia,2023,7902.0,7902.0
05055,Argelia,2024,8024.0,8024.0
05059,Armenia,2002,5524.0,5524.0
05059,Armenia,2003,5415.0,5415.0
05059,Armenia,2004,6279.0,6279.0
05059,Armenia,2005,6188.0,6188.0
05059,Armenia,2006,6129.0,6129.0
05059,Armenia,2007,4968.0,4968.0
05059,Armenia,2008,4878.0,4878.0
05059,Armenia,2009,4775.0,4775.0
05059,Armenia,2010,4673.0,4673.0
05059,Armenia,2011,4578.0,4578.0
05059,Armenia,2012,4484.0,4484.0
05059,Armenia,2013,4383.0,4383.0
05059,Armenia,2014,4297.0,4297.0
05059,Armenia,2015,4210.0,4210.0
05059,Armenia,2016,4110.0,4110.0
05059,Armenia,2017,4029.0,4029.0
05059,Armenia,2018,3945.0,3945.0
05059,Armenia,2019,3854.0,3854.0
05059,Armenia,2020,5074.0,5074.0
05059,Armenia,2021,5153.0,5153.0
05059,Armenia,2022,5232.0,5232.0
05059,Armenia,2023,5314.0,5314.0
05059,Armenia,2024,5404.0,5404.0
05079,Barbosa,2002,40398.0,40398.0
05079,Barbosa,2003,41069.0,41069.0
05079,Barbosa,2004,38733.0,38733.0
05079,Barbosa,2005,39066.0,39066.0
05079,Barbosa,2006,39427.0,39427.0
05079,Barbosa,2007,43777.0,43777.0
05079,Barbosa,2008,44647.0,44647.0
05079,Barbosa,2009,45414.0,45414.0
05079,Barbosa,2010,46173.0,46173.0
05079,Barbosa,2011,46951.0,46951.0
05079,Barbosa,2012,47722.0,47722.0
05079,Barbosa,2013,48503.0,48503.0
05079,Barbosa,2014,49274.0,49274.0
05079,Barbosa,2015,50052.0,50052.0
05079,Barbosa,2016,50836.0,50836.0
05079,Barbosa,2017,51617.0,51617.0
05079,Barbosa,2018,52395.0,52395.0
05079,Barbosa,2019,53167.0,53167.0
05079,Barbosa,2020,54347.0,54347.0
05079,Barbosa,2021,55201.0,55201.0
05079,Barbosa,2022,56053.0,56053.0
05079,Barbosa,2023,56928.0,56928.0
05079,Barbosa,2024,56103.0,56103.0
05086,Belmira,2002,6009.0,6009.0
05086,Belmira,2003,6066.0,6066.0
05086,Belmira,2004,4802.0,4802.0
05086,Belmira,2005,4705.0,4705.0
05086,Belmira,2006,4641.0,4641.0
05086,Belmira,2007,6290.0,6290.0
05086,Belmira,2008,6366.0,6366.0
05086,Belmira,2009,6420.0,6420.0
05086,Belmira,2010,6479.0,6479.0
05086,Belmira,2011,6534.0,6534.0
05086,Belmira,2012,6590.0,6590.0
05086,Belmira,2013,6645.0,6645.0
05086,Belmira,2014,6709.0,6709.0
05086,Belmira,2015,6760.0,6760.0
05086,Belmira,2016,6823.0,6823.0
05086,Belmira,2017,6875.0,6875.0
05086,Belmira,2018,6930.0,6930.0
05086,Belmira,2019,6991.0,6991.0
05086,Belmira,2020,6116.0,6116.0
05086,Belmira,2021,6211.0,6211.0
05086,Belmira,2022,6307.0,6307.0
05086,Belmira,2023,6405.0,6405.0
05086,Belmira,2024,6405.0,6405.0
05088,Bello,2002,346978.0,346978.0
05088,Bello,2003,354967.0,354967.0
05088,Bello,2004,390012.0,390012.0
05088,Bello,2005,400291.0,400291.0
05088,Bello,2006,410072.0,410072.0
05088,Bello,2007,385386.0,385386.0
05088,Bello,2008,396627.0,396627.0
05088,Bello,2009,404844.0,404844.0
05088,Bello,2010,413107.0,413107.0
05088,Bello,2011,421522.0,421522.0
05088,Bello,2012,430034.0,430034.0
05088,Bello,2013,438577.0,438577.0
05088,Bello,2014,447185.0,447185.0
05088,Bello,2015,455865.0,455865.0
05088,Bello,2016,464614.0,464614.0
05088,Bello,2017,473423.0,473423.0
05088,Bello,2018,482287.0,482287.0
05088,Bello,2019,491182.0,491182.0
05088,Bello,2020,552154.0,552154.0
05088,Bello,2021,560831.0,560831.0
05088,Bello,2022,569488.0,569488.0
05088,Bello,2023,578376.0,578376.0
05088,Bello,2024,566456.0,566456.0
05091,Betania,2002,10536.0,10536.0
05091,Betania,2003,10432.0,10432.0
05091,Betania,2004,10851.0,10851.0
05091,Betania,2005,10692.0,10692.0
05091,Betania,2006,10592.0,10592.0
05091,Betania,2007,9974.0,9974.0
05091,Betania,2008,9978.0,9978.0
05091,Betania,2009,9881.0,9881.0
05091,Betania,2010,9778.0,9778.0
05091,Betania,2011,9688.0,9688.0
05091,Betania,2012,9586.0,9586.0
05091,Betania,2013,9487.0,9487.0
05091,Betania,2014,9388.0,9388.0
05091,Betania,2015,9286.0,9286.0
05091,Betania,2016,9188.0,9188.0
05091,Betania,2017,9079.0,9079.0
05091,Betania,2018,8976.0,8976.0
05091,Betania,2019,8864.0,8864.0
05091,Betania,2020,10284.0,10284.0
05091,Betania,2021,10444.0,10444.0
05091,Betania,2022,10605.0,10605.0
05091,Betania,2023,10770.0,10770.0
05091,Betania,2024,10892.0,10892.0
05093,Betulia,2002,16458.0,16458.0
05093,Betulia,2003,16552.0,16552.0
05093,Betulia,2004,17324.0,17324.0
05093,Betulia,2005,17359.0,17359.0
05093,Betulia,2006,17418.0,17418.0
05093,Betulia,2007,16718.0,16718.0
05093,Betulia,2008,16993.0,16993.0
05093,Betulia,2009,17082.0,17082.0
05093,Betulia,2010,17164.0,17164.0
05093,Betulia,2011,17245.0,17245.0
05093,Betulia,2012,17317.0,17317.0
05093,Betulia,2013,17409.0,17409.0
05093,Betulia,2014,17476.0,17476.0
05093,Betulia,2015,17542.0,17542.0
05093,Betulia,2016,17606.0,17606.0
05093,Betulia,2017,17663.0,17663.0
05093,Betulia,2018,17726.0,17726.0
05093,Betulia,2019,17773.0,17773.0
05093,Betulia,2020,15896.0,15896.0
05093,Betulia,2021,16143.0,16143.0
05093,Betulia,2022,16392.0,16392.0
05093,Betulia,2023,16648.0,16648.0
05093,Betulia,2024,16604.0,16604.0
05101,Ciudad Bolívar,2002,28581.0,28581.0
05101,Ciudad Bolívar,2003,28486.0,28486.0
05101,Ciudad Bolívar,2004,27907.0,27907.0
05101,Ciudad Bolívar,2005,27572.0,27572.0
05101,Ciudad Bolívar,2006,27398.0,27398.0
05101,Ciudad Bolívar,2007,27954.0,27954.0
05101,Ciudad Bolívar,2008,28033.0,28033.0
05101,Ciudad Bolívar,2009,27918.0,27918.0
05101,Ciudad Bolívar,2010,27699.0,27699.0
05101,Ciudad Bolívar,2011,27579.0,27579.0
05101,Ciudad Bolívar,2012,27458.0,27458.0
05101,Ciudad Bolívar,2013,27335.0,27335.0
05101,Ciudad Bolívar,2014,27210.0,27210.0
05101,Ciudad Bolívar,2015,27084.0,27084.0
05101,Ciudad Bolívar,2016,26957.0,26957.0
05101,Ciudad Bolívar,2017,26828.0,26828.0
05101,Ciudad Bolívar,2018,26698.0,26698.0
05101,Ciudad Bolívar,2019,26567.0,26567.0
05101,Ciudad Bolívar,2020,26313.0,26313.0
05101,Ciudad Bolívar,2021,26721.0,26721.0
05101,Ciudad Bolívar,2022,27134.0,27134.0
05101,Ciudad Bolívar,2023,27557.0,27557.0
05101,Ciudad Bolívar,2024,27711.0,27711.0
05107,Briceño,2002,8781.0,8781.0
05107,Briceño,2003,8786.0,8786.0
05107,Briceño,2004,10976.0,10976.0
05107,Briceño,2005,11095.0,11095.0
05107,Briceño,2006,11213.0,11213.0
05107,Briceño,2007,8645.0,8645.0
05107,Briceño,2008,8783.0,8783.0
05107,Briceño,2009,8779.0,8779.0
05107,Briceño,2010,8745.0,8745.0
05107,Briceño,2011,8737.0,8737.0
05107,Briceño,2012,8728.0,8728.0
05107,Briceño,2013,8720.0,8720.0
05107,Briceño,2014,8711.0,8711.0
05107,Briceño,2015,8702.0,8702.0
05107,Briceño,2016,8692.0,8692.0
05107,Briceño,2017,8682.0,8682.0
05107,Briceño,2018,8673.0,8673.0
05107,Briceño,2019,8662.0,8662.0
05107,Briceño,2020,8120.0,8120.0
05107,Briceño,2021,8246.0,8246.0
05107,Briceño,2022,8373.0,8373.0
05107,Briceño,2023,8504.0,8504.0
05107,Briceño,2024,8523.0,8523.0
05113,Buriticá,2002,7021.0,7021.0
05113,Buriticá,2003,7000.0,7000.0
05113,Buriticá,2004,8606.0,8606.0
05113,Buriticá,2005,8663.0,8663.0
05113,Buriticá,2006,8723.0,8723.0
05113,Buriticá,2007,6813.0,6813.0
05113,Buriticá,2008,6858.0,6858.0
05113,Buriticá,2009,6829.0,6829.0
05113,Buriticá,2010,6790.0,6790.0
05113,Buriticá,2011,6758.0,6758.0
05113,Buriticá,2012,6716.0,6716.0
05113,Buriticá,2013,6689.0,6689.0
05113,Buriticá,2014,6653.0,6653.0
05113,Buriticá,2015,6601.0,6601.0
05113,Buriticá,2016,6566.0,6566.0
05113,Buriticá,2017,6531.0,6531.0
05113,Buriticá,2018,6495.0,6495.0
05113,Buriticá,2019,6446.0,6446.0
05113,Buriticá,2020,9634.0,9634.0
05113,Buriticá,2021,9783.0,9783.0
05113,Buriticá,2022,9934.0,9934.0
05113,Buriticá,2023,10089.0,10089.0
05113,Buriticá,2024,10017.0,10017.0
05120,Cáceres,2002,26548.0,26548.0
05120,Cáceres,2003,27357.0,27357.0
05120,Cáceres,2004,22889.0,22889.0
05120,Cáceres,2005,22905.0,22905.0
05120,Cáceres,2006,22965.0,22965.0
05120,Cáceres,2007,29598.0,29598.0
05120,Cáceres,2008,31344.0,31344.0
05120,Cáceres,2009,32178.0,32178.0
05120,Cáceres,2010,33043.0,33043.0
05120,Cáceres,2011,33950.0,33950.0
05120,Cáceres,2012,34865.0,34865.0
05120,Cáceres,2013,35823.0,35823.0
05120,Cáceres,2014,36804.0,36804.0
05120,Cáceres,2015,37806.0,37806.0
05120,Cáceres,2016,38850.0,38850.0
05120,Cáceres,2017,39918.0,39918.0
05120,Cáceres,2018,41012.0,41012.0
05120,Cáceres,2019,42112.0,42112.0
05120,Cáceres,2020,30356.0,30356.0
05120,Cáceres,2021,30833.0,30833.0
05120,Cáceres,2022,31309.0,31309.0
05120,Cáceres,2023,31798.0,31798.0
05120,Cáceres,2024,31160.0,31160.0
05125,Caicedo,2002,7519.0,7519.0
05125,Caicedo,2003,7582.0,7582.0
05125,Caicedo,2004,7632.0,7632.0
05125,Caicedo,2005,7638.0,7638.0
05125,Caicedo,2006,7655.0,7655.0
05125,Caicedo,2007,7728.0,7728.0
05125,Caicedo,2008,7830.0,7830.0
05125,Caicedo,2009,7887.0,7887.0
05125,Caicedo,2010,7935.0,7935.0
05125,Caicedo,2011,7992.0,7992.0
05125,Caicedo,2012,8050.0,8050.0
05125,Caicedo,2013,8099.0,8099.0
05125,Caicedo,2014,8161.0,8161.0
05125,Caicedo,2015,8205.0,8205.0
05125,Caicedo,2016,8275.0,8275.0
05125,Caicedo,2017,8330.0,8330.0
05125,Caicedo,2018,8396.0,8396.0
05125,Caicedo,2019,8457.0,8457.0
05125,Caicedo,2020,8536.0,8536.0
05125,Caicedo,2021,8668.0,8668.0
05125,Caicedo,2022,8802.0,8802.0
05125,Caicedo,2023,8940.0,8940.0
05125,Caicedo,2024,8870.0,8870.0
05129,Caldas,2002,64691.0,64691.0
05129,Caldas,2003,65784.0,65784.0
05129,Caldas,2004,72523.0,72523.0
05129,Caldas,2005,74208.0,74208.0
05129,Caldas,2006,75817.0,75817.0
05129,Caldas,2007,70311.0,70311.0
05129,Caldas,2008,71136.0,71136.0
05129,Caldas,2009,72123.0,72123.0
05129,Caldas,2010,73096.0,73096.0
05129,Caldas,2011,74072.0,74072.0
05129,Caldas,2012,75033.0,75033.0
05129,Caldas,2013,75984.0,75984.0
05129,Caldas,2014,76919.0,76919.0
05129,Caldas,2015,77847.0,77847.0
05129,Caldas,2016,78756.0,78756.0
